"RespondentID","Gender","Age","AgeGroup","EducationLevel","IncomeGroup","Income","CarOwnership","PrimaryMode","TripDistance_km","TripTime_min","TripsPerDay","YearsDriving","ResidentialZone","PS1","PS2","PS3","PS4","PS5","SQ1","SQ2","SQ3","SQ4","EA1","EA2","EA3","EA4","BI1","BI2","BI3","AB1","AB2","AB3"
"BUTS_0180",1,22,1,1,2,23659,0,2,6.4,22,2,1,1,2,2,1,2,2,2,3,1,3,3,3,2,1,1,3,2,3,2,2
"BUTS_0181",1,30,2,4,2,15380,0,4,11.5,43,3,11,3,3,2,2,3,2,1,2,2,3,4,3,3,3,3,4,2,2,3,3
"BUTS_0182",1,32,2,4,4,132324,1,2,6.8,30,3,9,1,3,3,2,2,2,1,3,2,2,3,2,3,1,2,2,2,3,1,2
"BUTS_0183",2,23,1,3,1,9940,1,2,8.4,21,4,5,2,4,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,3
"BUTS_0184",1,22,1,3,2,16691,0,2,3.5,10,3,1,2,2,3,2,3,1,2,2,3,2,2,2,2,1,2,3,2,2,1,2
"BUTS_0185",1,20,1,2,2,21292,0,2,6.4,31,1,1,1,2,1,2,3,1,1,3,2,2,3,2,2,1,4,2,3,2,3,3
"BUTS_0186",1,37,3,4,2,26464,0,4,9.1,36,2,16,2,3,2,3,3,1,3,4,3,3,3,4,4,4,4,5,4,4,3,4
"BUTS_0187",2,41,3,4,1,12340,0,1,20.7,83,2,22,4,4,2,2,3,2,2,3,3,3,2,2,1,1,3,1,3,1,2,3
"BUTS_0188",1,61,5,3,1,12271,0,1,12.1,55,2,40,1,4,3,2,2,2,3,4,2,3,2,2,2,2,2,3,3,4,4,4
"BUTS_0189",2,24,1,4,2,28556,0,2,19,62,3,5,3,1,3,3,3,1,3,3,2,3,4,3,5,3,3,3,2,3,2,2
"BUTS_0190",1,54,4,4,NA,NA,1,2,16.3,52,3,36,2,2,3,3,3,1,3,4,3,3,3,3,4,2,4,3,3,2,4,2
"BUTS_0191",1,54,4,4,1,10004,0,1,2.6,12,2,34,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1
"BUTS_0192",1,30,2,5,2,24457,1,1,13,52,2,8,2,3,2,1,2,1,1,2,1,1,4,3,3,3,2,2,3,1,2,1
"BUTS_0193",1,46,4,2,4,78475,0,3,13.2,34,2,27,2,3,4,2,3,2,3,5,3,3,2,3,2,3,4,2,2,1,4,2
"BUTS_0194",1,22,1,5,1,8760,0,4,12,38,3,4,2,3,3,3,3,2,5,4,2,4,4,2,3,2,5,5,4,4,5,3
"BUTS_0195",1,26,2,5,4,56138,0,3,18.5,49,5,3,1,3,3,3,4,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3
"BUTS_0196",1,30,2,2,2,29122,0,1,6.7,20,2,7,1,2,2,2,3,2,1,2,1,2,3,3,2,2,3,2,2,2,2,2
"BUTS_0197",1,28,2,2,2,28528,0,3,17.5,53,2,10,4,2,4,3,3,2,2,3,2,4,2,1,3,2,3,2,2,2,2,2
"BUTS_0198",1,32,2,4,2,25091,0,4,27.3,85,3,10,3,3,3,2,3,3,4,4,4,3,2,2,2,2,4,3,3,4,3,4
"BUTS_0199",1,44,3,5,4,137578,1,2,21,58,4,21,1,4,4,3,5,3,3,3,3,4,4,3,4,3,4,3,4,4,3,4
"BUTS_0200",1,48,4,4,4,85815,1,3,7.3,26,2,27,4,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"BUTS_0201",1,37,3,2,4,68417,0,1,12.6,60,2,14,2,2,2,2,2,2,3,4,2,4,4,3,3,4,1,2,1,3,3,2
"BUTS_0202",1,33,2,2,1,13692,0,1,3.2,11,2,12,1,3,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,1,2,1
"BUTS_0203",2,44,3,4,2,27620,0,1,8,33,2,25,3,2,1,2,2,1,3,2,2,2,2,2,2,2,1,2,1,1,2,1
"BUTS_0204",2,48,4,4,4,75980,1,3,53,139,2,27,1,2,3,3,2,2,2,2,2,3,3,2,2,2,1,1,2,1,1,1
"BUTS_0205",1,40,3,2,1,8006,0,3,20.8,86,3,19,2,5,3,4,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,3
"BUTS_0206",1,31,2,5,2,28064,0,2,8,30,5,10,3,3,1,1,1,1,1,3,3,2,3,4,3,2,3,3,2,1,1,1
"BUTS_0207",2,30,2,3,1,13347,0,1,9.8,32,4,10,2,2,1,2,2,3,1,3,1,2,4,3,3,5,2,2,1,3,3,3
"BUTS_0208",1,39,3,4,1,9543,0,1,8.6,38,3,19,1,3,2,3,2,3,2,3,1,3,2,3,2,2,3,3,3,3,3,2
"BUTS_0209",1,29,2,1,2,15240,0,1,18.9,54,2,7,2,4,3,2,1,3,2,4,2,1,3,3,2,3,4,3,3,2,2,3
"BUTS_0210",2,38,3,5,4,89903,1,3,7.6,30,5,19,4,3,3,3,2,3,2,3,3,3,2,2,1,1,3,2,2,2,3,1
"BUTS_0211",2,34,2,5,4,110475,1,1,10.7,49,6,12,3,1,2,2,1,1,2,3,2,3,2,3,2,2,3,1,3,1,1,2
"BUTS_0212",2,29,2,4,4,119283,0,3,23.5,100,2,6,1,3,2,3,3,2,2,3,2,2,3,2,3,2,2,3,4,2,3,2
"BUTS_0213",2,33,2,3,3,31754,0,1,11.5,42,6,11,2,2,1,1,2,1,4,2,3,2,2,1,2,2,4,2,2,3,2,2
"BUTS_0214",1,27,2,4,2,23251,0,2,10.6,40,2,5,3,1,1,1,1,1,2,2,2,3,4,3,3,4,2,2,2,3,3,3
"BUTS_0215",2,49,4,5,1,14139,0,1,3.7,17,4,30,3,4,3,2,3,1,3,3,2,2,1,2,2,2,3,2,1,2,2,3
"BUTS_0216",1,30,2,5,2,17512,0,4,13.8,68,2,12,1,3,3,2,2,2,3,2,3,3,3,4,3,2,3,2,4,3,2,2
"BUTS_0217",1,57,5,5,1,9344,0,1,21.8,99,1,39,3,3,3,2,2,2,2,2,2,3,3,2,2,1,4,2,3,2,2,2
"BUTS_0218",2,33,2,4,1,9511,1,4,11.9,52,1,14,4,3,3,1,3,3,2,3,3,3,3,4,3,5,3,3,3,2,3,4
"BUTS_0219",1,26,2,4,2,15362,0,4,6.5,21,4,7,3,3,2,2,2,2,3,3,1,2,2,4,1,2,4,2,2,1,2,3
"BUTS_0220",1,33,2,5,2,24545,0,1,20.1,99,2,12,3,3,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,2,2,2
"BUTS_0221",1,21,1,4,2,23956,0,1,6.7,33,2,2,3,3,2,1,3,2,2,3,2,3,2,2,3,2,4,3,3,1,2,3
"BUTS_0222",1,29,2,4,2,22521,0,3,17.3,71,3,8,1,3,3,3,4,2,3,3,3,3,2,3,2,2,4,3,4,4,5,4
"BUTS_0223",2,37,3,2,1,9161,0,1,5.6,25,6,19,3,3,2,2,1,1,3,2,2,2,2,3,2,3,4,3,3,1,3,2
"BUTS_0224",2,25,1,3,3,37333,1,4,22.2,88,3,2,2,4,2,2,3,1,3,1,2,2,2,3,2,2,3,2,3,3,3,1
"BUTS_0225",2,33,2,4,2,15123,0,2,18.4,71,5,12,3,3,4,2,2,2,3,1,3,3,4,4,2,2,3,3,2,3,2,4
"BUTS_0226",1,20,1,4,1,10043,0,3,5.5,24,3,1,2,3,3,2,3,1,1,1,1,2,3,2,2,4,2,1,3,2,2,2
"BUTS_0227",1,20,1,3,3,38112,0,2,9,33,2,1,1,2,2,1,2,3,3,2,3,2,4,3,2,1,3,4,2,2,2,3
"BUTS_0228",1,19,1,4,2,21870,0,2,18.5,53,2,1,3,3,3,3,3,2,3,3,2,2,3,1,1,2,4,4,2,3,4,3
"BUTS_0229",1,29,2,3,4,59028,0,2,7.7,34,2,8,1,2,3,1,3,2,2,4,2,3,3,4,4,3,2,1,3,2,2,1
"BUTS_0230",1,19,1,2,2,27241,0,1,13.6,61,2,1,3,3,2,3,4,3,3,3,2,2,2,2,2,1,2,3,3,3,3,2
"BUTS_0231",2,31,2,3,3,36238,0,3,8.8,31,3,8,1,4,3,4,5,2,2,3,3,3,3,2,1,2,3,3,4,3,3,2
"BUTS_0232",1,24,1,2,1,8804,0,4,10,46,2,5,2,3,3,2,3,2,3,3,2,2,3,3,2,2,1,3,2,2,1,1
"BUTS_0233",2,63,5,2,NA,NA,0,4,10.8,43,2,45,3,3,2,1,2,2,2,3,2,3,2,3,2,2,3,2,2,2,2,2
"BUTS_0234",2,19,1,4,2,19910,0,2,7.4,19,3,1,1,2,1,2,1,2,4,5,4,3,4,3,2,3,4,3,3,4,4,4
"BUTS_0235",2,33,2,2,1,13384,0,3,17.8,88,2,13,2,3,4,2,3,1,3,3,3,2,3,3,3,2,2,2,2,2,2,1
"BUTS_0236",1,37,3,4,3,40023,0,1,14.8,40,1,16,4,3,3,2,3,1,2,3,3,1,3,2,4,3,2,2,2,4,3,3
"BUTS_0237",1,21,1,4,3,33870,1,1,20.6,90,2,1,3,3,2,3,3,3,2,4,3,3,1,3,3,2,1,2,2,3,2,3
"BUTS_0238",1,24,1,4,2,26449,0,4,2,8,6,1,3,3,2,2,3,1,2,3,2,3,2,2,3,2,3,3,3,4,3,3
"BUTS_0239",2,23,1,5,2,18475,1,2,7.9,20,2,5,1,3,3,3,3,1,4,2,2,2,3,3,3,3,3,3,2,3,3,2
"BUTS_0240",2,42,3,4,2,17267,0,2,4.8,22,3,21,1,2,2,1,2,2,1,2,1,1,2,2,3,1,2,2,2,2,3,2
"BUTS_0241",1,50,4,4,2,23904,0,2,34,155,3,29,1,3,3,2,2,2,2,3,3,2,3,2,2,1,3,2,1,3,3,3
"BUTS_0242",2,49,4,5,NA,NA,0,1,11.1,31,1,27,2,4,3,2,4,NA,3,3,3,2,2,1,3,2,3,3,4,3,3,2
"BUTS_0243",2,35,2,4,2,26564,1,2,20.5,102,3,17,1,4,4,3,4,3,4,3,3,3,2,4,2,3,4,2,3,2,2,3
"BUTS_0244",1,37,3,4,2,24151,0,1,43.3,164,2,14,4,3,3,4,3,3,3,3,3,4,5,5,4,4,5,3,3,2,3,1
"BUTS_0245",1,23,1,2,NA,NA,0,1,18,69,2,3,1,2,3,1,3,3,2,2,2,3,1,1,3,2,2,2,3,3,2,2
"BUTS_0246",1,32,2,3,2,22275,0,2,23.3,115,4,11,3,4,3,3,5,2,2,3,3,3,2,2,2,2,3,3,3,3,2,2
"BUTS_0247",2,65,5,2,1,10266,0,4,8.3,33,3,47,2,2,3,2,2,1,2,3,1,2,3,3,2,3,2,2,2,2,1,3
"BUTS_0248",2,38,3,3,1,10693,0,1,4.4,14,5,17,2,4,3,2,2,2,3,4,2,3,4,3,2,2,3,3,2,3,5,4
"BUTS_0249",1,36,3,4,2,24981,0,1,13,47,4,16,1,3,2,1,2,2,4,3,3,4,2,1,2,2,4,4,3,2,2,2
"BUTS_0250",2,30,2,5,2,21824,0,3,6.3,22,1,9,3,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,2,1,2,2
"BUTS_0251",2,37,3,5,2,16664,0,3,22,91,2,14,4,3,4,2,4,3,3,3,2,1,2,3,2,3,4,4,3,5,4,4
"BUTS_0252",2,31,2,4,1,9478,0,3,4,18,3,12,2,3,2,3,3,NA,3,4,4,3,3,3,1,3,4,3,4,5,4,3
"BUTS_0253",1,32,2,4,2,16991,0,3,11.1,32,2,9,1,4,3,2,3,3,3,3,3,2,2,3,1,2,4,2,1,1,2,1
"BUTS_0254",2,43,3,4,NA,NA,0,2,27.3,136,2,21,2,3,2,2,1,2,1,2,1,1,3,4,3,2,2,2,3,2,2,2
"BUTS_0255",2,40,3,2,3,36191,0,1,4.6,20,2,17,4,3,2,2,2,1,3,3,2,2,2,2,2,1,2,2,2,3,3,4
"BUTS_0256",1,39,3,4,4,97360,1,1,37.4,108,3,17,2,1,1,1,1,1,2,2,2,1,2,1,2,3,2,1,1,2,1,3
"BUTS_0257",2,43,3,4,1,13290,1,2,28.9,91,3,22,2,3,2,3,1,2,3,3,3,2,4,2,3,2,3,4,1,2,2,2
"BUTS_0258",1,54,4,5,4,106159,0,2,5.7,21,3,33,1,2,2,2,3,2,3,2,2,2,3,2,2,2,1,1,1,1,2,2
"BUTS_0259",2,36,3,4,4,93654,1,4,4.5,12,2,15,2,2,1,2,3,3,3,4,2,3,4,3,3,2,3,2,3,4,2,2
"BUTS_0260",1,35,2,3,2,23322,0,2,12.8,51,1,13,1,2,1,2,2,2,3,3,2,1,2,4,2,2,2,2,1,2,3,1
"BUTS_0261",1,44,3,4,2,25104,0,1,27.3,83,2,21,1,2,3,2,2,1,2,1,3,2,2,3,2,3,2,2,3,2,3,2
"BUTS_0262",2,69,5,4,4,144939,1,4,6.1,18,2,49,3,2,2,2,3,2,2,4,2,2,3,3,3,3,3,2,2,3,2,3
"BUTS_0263",1,62,5,3,3,33246,0,4,4.6,19,2,40,1,3,2,2,3,2,3,2,3,1,3,2,3,2,4,3,3,4,4,3
"BUTS_0264",2,34,2,4,2,29654,1,2,3.4,17,1,12,2,2,1,1,1,3,1,3,2,2,3,4,3,2,5,4,3,3,3,3
"BUTS_0265",1,22,1,4,2,25919,0,1,31.1,121,2,1,2,2,1,1,1,1,3,3,3,4,2,1,1,1,2,2,1,1,1,1
"BUTS_0266",2,33,2,4,2,20054,0,3,3.6,17,3,11,1,3,3,2,3,3,2,2,2,2,3,2,2,1,4,4,3,3,2,2
"BUTS_0267",2,20,1,5,NA,NA,0,1,8.9,25,3,1,1,2,2,1,2,1,3,3,2,1,2,1,1,1,2,2,3,1,3,2
"BUTS_0268",1,27,2,2,2,15566,0,4,6.1,17,1,5,3,4,2,3,3,2,3,5,5,3,3,4,3,3,4,4,3,3,3,3
"BUTS_0269",1,38,3,2,4,113594,1,3,26.4,118,3,19,1,2,3,2,3,2,3,4,3,3,3,4,3,3,3,3,4,2,2,3
"BUTS_0270",1,28,2,5,3,45390,1,2,11.5,53,2,9,1,4,3,2,4,2,3,3,2,3,4,4,3,3,3,3,3,3,3,3
"BUTS_0271",1,32,2,3,2,18222,0,1,3.7,16,1,14,4,3,3,3,4,2,3,2,3,3,4,2,4,3,4,3,5,3,2,3
"BUTS_0272",1,38,3,3,4,121315,1,3,16.3,70,1,19,1,3,3,1,3,3,2,2,2,1,2,3,3,1,3,2,2,2,1,1
"BUTS_0273",1,24,1,1,4,137849,1,2,19.4,49,3,5,3,1,2,3,2,1,2,2,2,2,3,2,1,2,1,1,1,1,1,1
"BUTS_0274",1,52,4,2,3,37511,0,4,46.6,132,3,29,4,1,2,2,2,2,3,3,3,2,3,2,3,3,3,2,2,3,3,3
"BUTS_0275",2,35,2,5,2,20986,0,1,6,15,1,12,2,4,4,2,4,3,2,3,2,3,4,3,3,2,5,4,4,2,4,4
"BUTS_0276",1,31,2,4,2,20296,0,3,24,77,3,11,2,2,3,2,3,2,3,4,3,1,3,3,2,2,3,2,3,2,3,3
"BUTS_0277",2,59,5,1,2,26026,0,2,3.9,17,3,37,2,2,2,1,2,1,3,3,3,3,3,2,4,3,3,2,2,2,2,2
"BUTS_0278",1,28,2,4,1,8301,0,2,12.7,34,3,6,1,2,1,2,2,2,3,2,2,3,4,3,3,2,3,2,3,3,3,2
"BUTS_0279",1,57,5,4,3,30309,0,4,5.1,16,4,35,2,2,2,3,1,2,2,3,2,3,3,3,2,3,2,3,2,1,2,3
"BUTS_0280",1,24,1,2,1,10986,0,2,85.7,318,2,1,1,3,3,1,3,3,3,2,2,2,1,2,2,1,2,2,2,2,3,2
"BUTS_0281",1,22,1,3,1,14317,0,2,21.8,61,6,1,1,2,3,2,3,3,3,2,2,2,2,3,3,2,2,3,3,3,1,2
"BUTS_0282",1,28,2,4,3,37643,0,2,9.6,39,3,5,1,3,4,2,2,3,3,2,3,4,4,5,4,4,4,4,4,2,4,3
"BUTS_0283",2,37,3,5,3,40680,0,1,11.4,29,2,18,1,4,3,3,4,2,2,2,2,3,3,3,4,2,3,3,2,2,3,3
"BUTS_0284",2,50,4,1,4,128849,1,1,9.8,33,1,27,2,3,3,4,2,2,1,3,2,3,3,3,1,3,3,2,3,3,3,3
"BUTS_0285",1,45,3,4,NA,NA,0,4,12.1,46,1,27,2,3,2,2,2,3,2,3,2,1,4,3,3,3,3,4,3,2,3,2
"BUTS_0286",1,54,4,4,1,13184,0,4,26.3,104,3,36,2,3,3,2,3,1,3,2,2,3,5,3,3,3,4,2,2,3,4,3
"BUTS_0287",1,21,1,5,NA,NA,0,3,13.3,48,5,1,3,2,1,1,2,1,3,3,3,3,2,3,1,2,3,2,3,2,3,2
"BUTS_0288",1,27,2,4,3,35457,0,4,8.2,24,4,8,3,3,2,3,3,2,3,4,4,4,4,4,3,4,3,3,3,2,3,3
"BUTS_0289",2,32,2,5,2,15999,0,3,6.6,32,5,11,3,3,3,2,2,3,5,4,4,3,3,3,3,4,3,4,3,3,3,3
"BUTS_0290",2,31,2,4,2,19573,0,1,21.3,70,2,12,2,3,4,4,4,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3
"BUTS_0291",1,30,2,4,2,21331,0,2,6.2,24,2,9,2,1,1,1,2,2,2,3,2,2,4,4,3,4,3,2,3,3,2,3
"BUTS_0292",2,21,1,3,2,26412,0,3,5.1,18,1,1,2,2,4,2,3,2,2,1,2,2,2,2,2,3,3,3,2,2,4,NA
"BUTS_0293",1,57,5,5,3,45847,1,2,3.7,17,3,34,3,5,4,4,4,4,3,4,2,3,4,3,2,3,3,3,3,2,2,1
"BUTS_0294",1,37,3,4,1,13119,0,4,14.6,66,6,14,2,2,2,2,2,2,2,2,3,1,3,2,3,1,4,3,2,2,3,3
"BUTS_0295",1,34,2,1,2,25007,0,1,9.6,39,1,16,1,2,3,2,3,3,2,2,2,1,3,3,3,2,4,2,3,3,3,3
"BUTS_0296",1,31,2,4,2,21763,0,4,19.7,59,3,8,2,3,4,3,2,2,2,2,3,1,3,3,2,2,3,3,3,2,3,2
"BUTS_0297",1,48,4,3,2,26557,0,1,13.7,67,2,25,2,4,4,4,3,2,2,3,3,2,2,3,3,3,4,2,2,1,2,2
"BUTS_0298",1,45,3,3,NA,NA,0,1,3.3,16,2,27,2,2,3,2,1,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2
"BUTS_0299",1,30,2,2,2,19346,0,1,19.6,76,2,10,4,2,2,1,2,1,4,4,2,2,3,3,2,1,2,2,2,1,1,2
"BUTS_0300",1,44,3,3,4,93686,1,1,13.5,62,3,26,2,3,2,1,4,3,2,2,3,1,2,2,2,1,3,2,3,3,3,2
"BUTS_0301",2,67,5,4,1,9592,0,3,8.8,43,2,47,3,4,3,2,4,3,3,3,2,3,2,2,1,1,2,3,3,2,2,2
"BUTS_0302",2,63,5,4,3,38584,1,2,11.8,42,2,42,1,3,2,1,2,2,2,2,2,2,3,4,3,2,1,3,2,2,2,1
"BUTS_0303",2,62,5,4,2,20255,0,1,31.1,124,1,39,1,2,2,1,3,2,5,3,3,3,2,2,2,1,2,2,3,2,4,4
"BUTS_0304",1,44,3,4,4,113828,1,3,13.6,45,6,23,3,3,3,2,3,2,3,3,2,2,5,3,3,2,4,2,3,3,4,3
"BUTS_0305",1,34,2,4,2,18483,0,3,19.2,55,1,15,4,4,3,2,4,3,4,3,4,3,3,3,2,2,4,3,4,4,1,2
"BUTS_0306",2,69,5,4,3,30763,0,2,11.3,44,3,47,1,3,3,2,3,3,2,3,1,2,3,2,2,1,3,3,2,2,3,3
"BUTS_0307",1,33,2,4,2,21884,0,3,21.5,93,2,10,1,3,2,2,1,1,2,3,1,1,4,1,2,1,3,4,2,2,3,2
"BUTS_0308",1,20,1,3,NA,NA,0,1,14.6,73,2,1,1,3,2,2,3,3,2,3,1,3,2,4,3,3,2,3,2,4,4,4
"BUTS_0309",1,40,3,2,4,72998,1,2,12.8,40,1,21,1,3,2,2,2,2,1,2,2,2,3,3,2,2,2,3,1,1,2,2
"BUTS_0310",2,48,4,2,1,11256,0,3,7.1,30,3,30,1,3,3,3,4,2,5,5,3,4,4,3,3,2,4,3,3,3,3,2
"BUTS_0311",1,44,3,4,3,37593,0,3,13.7,50,4,25,3,3,2,2,3,2,3,1,3,2,3,3,3,3,2,4,2,3,1,2
"BUTS_0312",1,39,3,3,3,39270,1,2,20.9,70,5,16,4,3,1,2,2,1,3,1,2,3,2,2,2,1,3,2,3,2,1,3
"BUTS_0313",2,21,1,4,1,11621,0,2,31,107,4,1,3,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1
"BUTS_0314",1,27,2,4,1,13610,0,1,16.3,74,5,4,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1
"BUTS_0315",1,31,2,4,1,13800,0,2,12.7,32,2,11,4,5,4,4,4,3,2,2,2,2,4,2,4,5,3,3,3,2,2,3
"BUTS_0316",2,45,3,5,2,25673,0,4,30.4,90,3,27,3,2,1,2,2,1,3,2,2,2,3,3,2,2,2,4,4,1,3,2
"BUTS_0317",2,28,2,2,1,9204,0,2,9,35,3,5,4,3,2,2,3,2,4,1,2,2,3,3,3,3,3,2,3,2,2,2
"BUTS_0318",2,29,2,4,2,29630,0,4,3.6,15,3,10,2,2,3,1,3,3,3,4,3,2,2,2,1,2,4,4,4,3,2,2
"BUTS_0319",2,28,2,4,2,21892,0,1,24.1,71,2,6,2,3,3,3,3,2,2,2,2,1,2,1,2,2,3,2,3,1,2,2
"BUTS_0320",1,53,4,4,NA,NA,0,1,3.2,8,2,33,1,2,2,3,1,3,1,2,2,2,3,2,2,2,3,2,2,1,1,1
"BUTS_0321",2,24,1,4,2,19540,0,1,5.2,25,3,4,2,2,2,1,2,2,1,3,1,1,3,4,3,3,4,3,3,2,3,2
"BUTS_0322",1,43,3,2,1,8381,0,4,41.4,203,3,23,3,3,3,2,3,1,3,3,3,3,3,4,4,2,4,4,3,3,4,2
"BUTS_0323",2,33,2,4,3,34126,0,2,30,119,3,14,1,3,3,3,4,2,2,3,2,3,2,2,2,2,2,2,3,2,3,NA
"BUTS_0324",2,53,4,4,1,9860,0,2,22.2,79,3,30,1,1,1,1,2,3,3,3,2,1,3,2,1,1,3,2,2,3,3,4
"BUTS_0325",1,43,3,4,4,58563,1,3,15.1,65,3,24,1,4,3,5,5,3,3,4,4,2,2,4,3,3,3,3,3,4,4,3
"BUTS_0326",1,46,4,4,4,145534,0,1,5.9,26,3,26,4,3,3,2,2,2,3,4,2,3,3,4,4,4,3,2,2,3,2,NA
"BUTS_0327",2,41,3,5,2,17871,0,2,10.5,34,3,20,1,3,1,1,3,1,1,2,1,2,3,2,3,2,1,1,1,1,2,2
"BUTS_0328",1,49,4,4,3,44978,1,1,5.2,14,2,28,2,3,3,3,4,2,3,2,2,2,2,4,3,2,3,2,4,2,3,3
"BUTS_0329",1,25,1,4,3,30997,0,1,17.5,79,4,4,1,1,1,1,1,1,2,1,2,1,2,2,3,1,2,3,3,2,4,3
"BUTS_0330",2,67,5,4,3,37566,0,4,10.4,31,2,48,3,2,2,2,2,2,3,2,3,2,3,2,3,1,2,1,2,2,2,1
"BUTS_0331",1,41,3,1,1,12520,0,1,26.8,113,2,20,2,3,2,2,2,2,4,3,4,2,2,2,3,2,4,2,2,3,4,3
"BUTS_0332",1,32,2,3,2,19502,0,1,11.7,46,3,14,1,2,2,2,2,1,3,5,3,4,2,3,1,2,2,3,2,2,2,2
"BUTS_0333",1,43,3,4,NA,NA,0,4,7.9,30,2,25,1,4,3,3,3,3,3,3,3,3,2,3,3,2,4,1,3,3,3,3
"BUTS_0334",1,35,2,4,2,25656,0,4,14.1,55,3,16,1,2,2,1,2,1,3,2,2,2,3,3,2,1,4,3,3,3,2,3
"BUTS_0335",1,44,3,3,2,26542,1,3,4,17,2,21,2,3,4,3,3,3,4,3,4,3,3,3,2,3,4,2,2,3,1,3
"BUTS_0336",1,32,2,4,3,47433,0,1,4.2,16,2,13,3,1,2,2,2,2,1,2,1,3,2,1,1,1,1,1,2,2,1,1
"BUTS_0337",1,38,3,1,1,9192,0,3,11.8,48,3,19,2,3,3,3,3,2,2,3,2,2,3,2,3,1,2,3,1,3,2,2
"BUTS_0338",2,54,4,2,NA,NA,1,1,19.7,98,2,31,3,1,2,1,2,1,1,2,2,2,2,1,2,1,3,3,4,2,2,3
"BUTS_0339",2,52,4,5,2,27894,0,1,26.3,107,4,31,2,3,2,3,2,2,2,3,2,3,2,2,1,2,3,3,2,2,3,4
"BUTS_0340",1,22,1,2,2,21423,0,4,7.4,23,1,4,1,4,2,3,3,2,2,2,3,3,1,2,2,3,3,2,3,3,4,3
"BUTS_0341",1,38,3,4,NA,NA,0,1,7.8,34,3,17,1,2,3,1,2,2,4,3,2,2,5,4,3,3,3,2,3,1,2,1
"BUTS_0342",2,21,1,4,4,56690,1,3,36.2,150,5,1,3,1,1,1,1,1,2,2,2,3,3,2,3,3,2,2,1,3,3,2
"BUTS_0343",2,28,2,4,3,36769,0,1,8.6,25,3,7,2,2,2,3,3,2,3,4,3,4,4,2,2,3,3,3,3,4,4,4
"BUTS_0344",1,40,3,1,1,13199,0,2,11,53,3,20,1,3,3,1,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3
"BUTS_0345",1,34,2,4,2,22540,0,3,2.6,13,2,15,2,3,3,3,3,3,3,2,2,2,3,2,3,1,2,1,3,3,3,3
"BUTS_0346",2,30,2,3,NA,NA,0,3,18.2,61,3,8,1,3,4,4,4,3,4,5,5,5,4,5,3,4,4,4,5,2,3,3
"BUTS_0347",2,50,4,3,1,13582,0,3,10,26,5,28,3,3,1,1,1,1,3,3,2,4,1,1,1,2,2,1,1,1,2,2
"BUTS_0348",1,44,3,5,2,29315,0,1,26.6,111,2,26,1,3,3,3,3,2,3,4,2,4,2,2,1,2,2,2,2,1,2,1
"BUTS_0349",1,19,1,2,3,47634,0,1,14.8,60,2,1,1,3,1,1,3,1,1,1,1,2,2,3,2,2,2,1,2,2,3,2
"BUTS_0350",2,38,3,4,2,17688,0,2,35.7,144,1,18,1,5,3,2,4,1,3,4,4,4,4,3,4,3,3,4,3,2,2,2
"BUTS_0351",1,29,2,3,2,23900,1,1,6.9,30,2,11,3,2,2,2,1,3,2,4,2,2,3,2,3,2,3,1,3,2,2,3
"BUTS_0352",2,38,3,2,3,46663,1,4,56.3,159,3,18,2,3,2,1,2,3,2,3,3,2,3,3,3,4,4,2,2,1,3,1
"BUTS_0353",1,29,2,5,2,22852,0,3,7.5,35,2,6,1,3,3,3,2,3,2,4,2,4,1,3,2,1,2,3,2,2,2,3
"BUTS_0354",1,23,1,2,2,25343,0,4,5.9,25,2,1,1,3,3,3,2,2,1,2,1,2,3,2,2,2,3,3,1,1,2,1
"BUTS_0355",1,22,1,1,4,113581,1,1,18.8,73,4,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2
"BUTS_0356",2,49,4,3,2,23153,0,2,11.9,34,1,26,1,2,1,2,2,2,2,3,3,3,3,3,3,2,2,1,3,2,2,3
"BUTS_0357",2,38,3,3,2,25273,1,2,8.7,30,2,20,1,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3
"BUTS_0358",1,30,2,2,2,21974,0,1,4.6,13,3,12,2,3,3,3,3,2,1,2,3,3,2,1,2,2,2,2,2,3,3,3
"BUTS_0359",2,54,4,3,3,35903,0,2,15.1,67,3,36,2,3,4,1,3,3,3,4,4,2,2,4,3,2,3,3,4,3,5,3
"BUTS_0360",1,37,3,4,2,16013,1,2,5.3,22,5,16,4,2,2,2,1,1,3,3,3,3,3,2,2,1,4,4,3,3,3,3
"BUTS_0361",1,24,1,4,1,8375,0,2,19.3,91,1,1,3,3,3,2,2,2,2,3,2,3,2,2,3,2,1,2,2,1,1,1
